kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,doroJuso,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A13086701,청량리현대,서울특별시 동대문구 청량리동 234-2 청량리현대,분양,중앙난방,29891.4,3,241.0,현대건설,현대건설,029621954, ,아파트,서울특별시 동대문구 약령시로21길 30,자치관리,혼합식,19870616,029648904,241.0,29850.367,0.0,151.0,90.0,0.0,23331.7,1123010700,15.0,15.0,0.0,6.0,02486
A13086703,청량리한신1차,서울특별시 동대문구 청량리동 59 청량리한신1차,임대,개별난방,34828.44,2,610.0,(주)한신공영,청량리4구역주택재개발사업조합,0232951762,happy.i-sh.co.kr/main.do?deptid=70113,아파트,서울특별시 동대문구 제기로 129,위탁관리,복도식,19971216,0232951530,610.0,20093.4,610.0,0.0,0.0,0.0,20093.4,1123010700,20.0,20.0,1.0,7.0,02463
A13086704,청량리한신,서울특별시 동대문구 청량리동 60 청량리한신,분양,개별난방,132506.0,9,960.0,한신공영,한신공영,029572884, ,아파트,서울특별시 동대문구 제기로 131,위탁관리,혼합식,19971216,029591421,960.0,107040.42,276.0,383.0,301.0,0.0,83676.03,1123010700,20.0,20.0,3.0,23.0,02463
A13086705,청량리미주,서울특별시 동대문구 청량리동 235-1 청량리미주,분양,개별난방,138606.0,8,1089.0,라이프주택,라이프주택,029626933,없음,아파트,서울특별시 동대문구 약령시로 147,자치관리,혼합식,19780927,029616934,1089.0,138218.17,0.0,0.0,759.0,330.0,128587.04,1123010700,15.0,15.0,1.0,20.0,02489
A13086802,청량리홍릉동부,서울특별시 동대문구 청량리동 212 청량리홍릉동부,분양,개별난방,41080.133,4,371.0,동부건설,동부건설,029597200, ,아파트,서울특별시 동대문구 홍릉로10길 48,위탁관리,계단식,20010924,029597201,371.0,31247.25,116.0,166.0,89.0,0.0,31246,1123010700,23.0,23.0,3.0,9.0,02485
A10023539,한일베라체캠퍼스,서울특별시 동대문구 회기동 346-18 한일베라체캠퍼스,분양,개별난방,15521.378,1,264.0,한일건설(주),(주)일레븐건설,029572116, ,주상복합,서울특별시 동대문구 이문로 37,위탁관리,복도식,20130624,029572117,264.0,15521.378,264.0,0.0,0.0,0.0,6689.199,1123010800,14.0,14.0,4.0,2.0,02452
A13070101,회기힐스테이트,서울특별시 동대문구 회기동 351 회기힐스테이트,분양,개별난방,33483.89,5,190.0,현대건설,현대건설,029570600,121.128.101.187,아파트,서울특별시 동대문구 회기로26길 15,위탁관리,계단식,20111220,029570595,190.0,21943.04,0.0,156.0,34.0,0.0,17348.98,1123010800,17.0,17.0,2.0,8.0,02460
A13087201,청량리신현대,서울특별시 동대문구 회기동 65 청량리신현대,분양,개별난방,73735.0,8,736.0,현대건설,kt주택조합,029600030,해당없음,아파트,서울특별시 동대문구 이문로1길 21,위탁관리,혼합식,19890526,029604241,736.0,72336.18,54.0,682.0,0.0,0.0,57243.78,1123010800,15.0,15.0,1.0,23.0,02461
A10020570,휘경자이디센시아,서울특별시 동대문구 휘경동 172 휘경자이디센시아,혼합,개별난방+기타,223603.66,14,0.0,GS건설(주),휘경3재정비촉진구역 주택재개발정비사업 조합,0269540597, ,아파트,서울특별시 동대문구 외대역동로 63-27,위탁관리,혼합식,20250626,0269540598,1806.0,146431.98,0.0,0.0,0.0,0.0,107256.09,1123010900,35.0,35.0,3.0,46.0,
A10023368,회기역 하트리움,서울특별시 동대문구 휘경동 380 회기역 하트리움,임대,중앙난방,35450.617,2,582.0,(주)두진건설,(주)두진,0222499781, ,주상복합,서울특별시 동대문구 망우로 46,위탁관리,복도식,20230120,0222499782,582.0,35450.617,582.0,0.0,0.0,0.0,14430.367,1123010900,24.0,24.0,3.0,4.0,02496
A10024082,이문휘경지웰에스테이트아파트,서울특별시 동대문구 휘경동 377 이문휘경지웰에스테이트아파트,분양,개별난방,16028.0,2,313.0,(주)신영건설,에이치앤에이,029653117, ,주상복합,서울특별시 동대문구 외대역동로 63-12,위탁관리,혼합식,20210827,029653118,313.0,9829.944,313.0,0.0,0.0,0.0,5938.54,1123010900,20.0,20.0,3.0,7.0,02432
A10024244,서울휘경행복주택,서울특별시 동대문구 휘경동 376 서울휘경행복주택,임대,개별난방,7015.0,1,200.0,서한건설,서한건설,0233945280, ,아파트,서울특별시 동대문구 장안벚꽃로 317,위탁관리,복도식,20210614,0233945281,200.0,7000.0,200.0,0.0,0.0,0.0,2994,1123010900,7.0,7.0,1.0,3.0,02511
A10025015,휘경 해모로 프레스티지 아파트,서울특별시 동대문구 휘경동 243 휘경 해모로 프레스티지 아파트,혼합,개별난방,40857.34,6,299.0,한진중공업(주),휘경제1정비촉진구역 주택재개발정비사업조합,0222162114,hkhamoro.atpner.com,아파트,서울특별시 동대문구 외대역동로1길 60-3,위탁관리,혼합식,20210315,0222162113,299.0,27512.02,185.0,114.0,0.0,0.0,20026.65,1123010900,20.0,20.0,2.0,0.0,02437
A10025410,휘경SK뷰아파트,서울특별시 동대문구 휘경동 128-12 휘경SK뷰아파트,혼합,개별난방,133637.19,8,900.0,SK건설,휘경2 재정비촉진구역 주택재개발 사업조합,0222455800, ,아파트,서울특별시 동대문구 휘경로 60,위탁관리,혼합식,20190618,0222455900,900.0,84850.76,489.0,355.0,56.0,0.0,62091.8,1123010900,29.0,29.0,3.0,1.0,02434
A10027101,휘경현대아파트,서울특별시 동대문구 휘경동 363 휘경현대아파트,분양,개별난방,17057.0,3,146.0,현대건설,연합직장조합,0222477738, ,아파트,,위탁관리,계단식,19921205,0222477738,146.0,12395.99,0.0,146.0,0.0,0.0,12395.99,1123010900,15.0,15.0,1.0,6.0,
A13009001,휘경동양1.2차,서울특별시 동대문구 휘경동 115 휘경동양1.2차,분양,개별난방,698653.44,4,490.0,동양메이져(주),동양메이져(주),0222152338, ,아파트,서울특별시 동대문구 망우로 135,위탁관리,혼합식,20000527,0222152339,490.0,52771.98,161.0,227.0,102.0,0.0,40113.019,1123010900,19.0,19.0,2.0,12.0,02435
A13009002,휘경리오포레1단지,서울특별시 동대문구 휘경동 57 휘경리오포레1단지,분양,개별난방,211420.0,13,1224.0,대한주택공사,"서한,신동아,두산",0222482943,hgapt.co.kr,아파트,서울특별시 동대문구 한천로 248,위탁관리,계단식,20011115,0222482944,1225.0,151660.53,0.0,800.0,424.0,0.0,116449.09,1123010900,25.0,25.0,2.0,29.0,02512
A13009003,브라운스톤휘경,서울특별시 동대문구 휘경동 368 브라운스톤휘경,혼합,개별난방,62745.0,8,451.0,이수건설,휘경 제4구역 주택조합,0222463322, ,아파트,서울특별시 동대문구 망우로20길 86,위탁관리,계단식,20131025,0222463773,451.0,43035.99,216.0,176.0,59.0,0.0,33008.82,1123010900,15.0,15.0,2.0,15.0,02501
A13009101,휘경롯데낙천대,서울특별시 동대문구 휘경동 109 휘경롯데낙천대,분양,개별난방,40606.0,2,239.0,(주)롯데건설,휘경15통재건축주택조합,0262186888, ,아파트,서울특별시 동대문구 외대역동로1길 24,위탁관리,계단식,20030715,0262186889,239.0,27275.59,38.0,104.0,97.0,0.0,21791.57,1123010900,19.0,19.0,2.0,7.0,02437
A13009202,휘경동일하이빌,서울특별시 동대문구 휘경동 365 휘경동일하이빌,분양,개별난방,33352.0,7,216.0,(주)동일토건,휘경49재건축조합,0233944147,dih365.apti.co.kr/default.asp,아파트,서울특별시 동대문구 장안벚꽃로5길 10,위탁관리,계단식,20051005,0233944146,216.0,24520.707,56.0,52.0,108.0,0.0,19716.628,1123010900,15.0,15.0,1.0,8.0,02513
A13009206,휘경동일스위트리버,서울특별시 동대문구 휘경동 366 휘경동일스위트리버,분양,개별난방,68345.0,9,445.0,(주)동일,(주)동일,0222477588,www.k-apt.go.kr,아파트,서울특별시 동대문구 한천로 300,위탁관리,계단식,20070518,0222477589,445.0,47304.91,103.0,300.0,42.0,0.0,36703.448,1123010900,23.0,23.0,2.0,12.0,02511
A13077702,휘경 미소지움아파트,서울특별시 동대문구 휘경동 106 휘경 미소지움아파트,분양,개별난방,50115.0,5,345.0,신성건설,신성건설,0262141066, ,아파트,서울특별시 동대문구 망우로 105,위탁관리,혼합식,19990831,0262151065,345.0,34620.336,189.0,100.0,56.0,0.0,26182.44,1123010900,25.0,25.0,2.0,7.0,02436
A13077703,휘경롯데1차,서울특별시 동대문구 휘경동 78 휘경롯데1차,분양,개별난방,36760.27,2,265.0,롯데건설(주),롯데건설(주),0222128991, ,아파트,서울특별시 동대문구 망우로 95,위탁관리,혼합식,20000825,0260851478,265.0,27217.57,114.0,121.0,30.0,0.0,20508.54,1123010900,19.0,19.0,2.0,6.0,02436
A13078301,휘경센트레빌,서울특별시 동대문구 휘경동 367 휘경센트레빌,혼합,개별난방,47907.77,5,297.0,동부건설,동부건설,0233946563, ,아파트,서울특별시 동대문구 외대역동로 14,위탁관리,계단식,20110929,0233946564,297.0,24608.38,51.0,187.0,59.0,0.0,24608.38,1123010900,25.0,25.0,2.0,0.0,02502
A13087401,휘경서울가든,서울특별시 동대문구 휘경동 49-5 휘경서울가든,분양,개별난방,17646.36,1,160.0,삼익건설(주),동대문구,0222457288, ,주상복합,서울특별시 동대문구 겸재로 24,자치관리,복도식,19851203,0222485490,160.0,17437.0,0.0,30.0,130.0,0.0,13309.17,1123010900,10.0,10.0,1.0,2.0,02512
A13087405,휘경베스트빌현대,서울특별시 동대문구 휘경동 52 휘경베스트빌현대,분양,개별난방,51869.02,3,372.0,현대건설(주),관성아파트재건축조합,0222176340,휘경베스트빌현대.apti.co.kr,아파트,서울특별시 동대문구 장안벚꽃로5길 19,위탁관리,혼합식,20000515,0222126343,372.0,39847.4,176.0,104.0,92.0,0.0,29953.84,1123010900,26.0,26.0,0.0,6.0,02513
A13087407,휘경리오포레2단지 아파트,서울특별시 동대문구 휘경동 57 휘경리오포레2단지 아파트,분양,개별난방,81686.27,7,800.0,LH공사,LH공사,0222171045, ,아파트,서울특별시 동대문구 한천로 248,위탁관리,복도식,20011115,0222171046,801.0,81686.164,800.0,0.0,0.0,0.0,39781.73,1123010900,25.0,25.0,2.0,14.0,02512
A10020006,이문아이파크자이3단지,서울특별시 동대문구 이문동 419-1 이문아이파크자이3단지,분양,개별난방,27671.91,7,152.0,현대산업개발,이문3구역 재정비 촉진구역주택재개발정비조합,029577980, ,아파트,서울특별시 동대문구 천장산로13길 15,위탁관리,계단식,20260625,029577981,152.0,12026.36,51.0,73.0,28.0,0.0,12026.36,1123011000,4.0,0.0,4.0,16.0,
A10020344,이문아이파크자이,서울특별시 동대문구 이문동 149-8 이문아이파크자이,혼합,개별난방,572669.94,18,4169.0,"현대산업개발,GS건설",이문3재정비촉진구역 주택재개발정비사업조합,029300207, ,아파트,서울특별시 동대문구 이문로 120,위탁관리,혼합식,20251127,029300208,4169.0,355517.4,685.0,2006.0,1364.0,114.0,253540.9,1123011000,0.0,0.0,0.0,96.0,
A10020919,래미안라그란데,서울특별시 동대문구 이문동 257-42 래미안라그란데,혼합,개별난방,472465.1,39,0.0,삼성물산(주),이문1주택재개발정비사업조헙,0232955991, ,아파트,서울특별시 동대문구 이문로35길 12,위탁관리,혼합식,20250103,0232955993,3069.0,277230.66,0.0,0.0,0.0,0.0,203985.27,1123011000,27.0,27.0,5.0,0.0,
A10024594,이문2차푸르지오아파트,서울특별시 동대문구 이문동 427 이문2차푸르지오아파트,분양,개별난방,15635.16,1,96.0,대우건설,대우건설,029591168, ,아파트,서울특별시 동대문구 한천로58길 181,위탁관리,혼합식,20070620,029591168,96.0,985974.75,0.0,96.0,0.0,0.0,8150.82,1123011000,15.0,15.0,2.0,3.0,02422
A10026322,이문KCC웰츠타워,서울특별시 동대문구 이문동 292-10 이문KCC웰츠타워,분양,개별난방,32441.527,2,107.0,(주)KCC건설,이문종합상가,029623004, ,주상복합,서울특별시 동대문구 이문로 136,자치관리,계단식,20080901,029623050,107.0,13813.95,0.0,46.0,59.0,2.0,10674.674,1123011000,15.0,15.0,4.0,2.0,02418
A13008001,신이문금호어울림,서울특별시 동대문구 이문동 428 신이문금호어울림,혼합,개별난방,23553.12,4,166.0,금호산업,신이문재건축조합,029578558, ,아파트,서울특별시 동대문구 신이문로 9,위탁관리,계단식,20081010,029606704,166.0,17151.602,35.0,131.0,0.0,0.0,13211.24,1123011000,12.0,12.0,1.0,8.0,02406
A13076801,이문삼성래미안아파트,서울특별시 동대문구 이문동 425 이문삼성래미안아파트,분양,개별난방,66508.92,8,379.0,삼성물산 건설부문,삼성물산 건설부문,029573553, ,아파트,서울특별시 동대문구 천장산로11길 22,위탁관리,계단식,20011107,029573554,379.0,52911.953,23.0,133.0,148.0,75.0,40940.663,1123011000,19.0,19.0,1.0,12.0,02448
A13079401,대림아파트201동,서울특별시 동대문구 이문동 225-1 대림아파트201동,임대,개별난방,13980.194,1,181.0,대림건설,대림건설,029691480,happy.i-sh.co.kr/main.do?deptid=70193,아파트,서울특별시 동대문구 이문로54길 16,위탁관리,복도식,20030709,029691481,181.0,13977.363,181.0,0.0,0.0,0.0,5450.453,1123011000,15.0,15.0,2.0,2.0,02407
A13079402,이문현대임대,서울특별시 동대문구 이문동 54-1 이문현대임대,임대,개별난방,12862.72,1,188.0,현대건설,현대건설,029672752,http://happy.i-sh.co.kr/intro.do,아파트,서울특별시 동대문구 한천로58길 135,위탁관리,계단식,20000503,029672753,188.0,12802.612,188.0,0.0,0.0,0.0,6070.52,1123011000,23.0,23.0,2.0,2.0,02422
A13079403,이문쌍용임대,서울특별시 동대문구 이문동 64-1 이문쌍용임대,임대,개별난방,15224.52,1,245.0,쌍용건설,sh공사,029579351, ,아파트,서울특별시 동대문구 한천로58길 75-45,위탁관리,복도식,20001129,029579352,245.0,11338.845,245.0,0.0,0.0,0.0,7438.2,1123011000,22.0,22.0,0.0,3.0,02423
A13082501,이문삼익아파트,서울특별시 동대문구 이문동 73 이문삼익아파트,분양,개별난방,46030.95,2,353.0,(주) 삼익,삼익건설,029694751, ,아파트,서울특별시 동대문구 한천로55길 9,위탁관리,혼합식,19971230,029694752,353.0,36707.45,150.0,125.0,78.0,0.0,28560.19,1123011000,23.0,23.0,2.0,7.0,02429
A13082502,이문중앙하이츠빌,서울특별시 동대문구 이문동 84 이문중앙하이츠빌,분양,개별난방,45532.99,6,302.0,중앙건설,중앙건설,029667311, ,아파트,서울특별시 동대문구 외대역동로 101,위탁관리,계단식,20020523,029667312,302.0,32091.184,116.0,112.0,74.0,0.0,24887.28,1123011000,20.0,20.0,2.0,8.0,02427
A13082702,이문1차푸르지오,서울특별시 동대문구 이문동 45 이문1차푸르지오,분양,개별난방,75169.65,7,490.0,대우건설,(주)청탑,029681066, ,아파트,서울특별시 동대문구 한천로58길 139,위탁관리,계단식,20011220,029681067,490.0,59471.082,0.0,406.0,84.0,0.0,44085.31,1123011000,25.0,25.0,2.0,12.0,02422
A13082703,이문현대,서울특별시 동대문구 이문동 54 이문현대,분양,개별난방,78058.05,4,601.0,이문1구역재개발조합,현대산업개발,0232950473,이문동현대.apti.co.kr/,아파트,서울특별시 동대문구 한천로58길 107,위탁관리,혼합식,20000503,0232950474,601.0,64737.19,250.0,201.0,150.0,0.0,49167.08,1123011000,25.0,25.0,3.0,12.0,02422
A13082704,이문쌍용,서울특별시 동대문구 이문동 64 이문쌍용,분양,개별난방,172425.2,15,1318.0,쌍용,쌍용,029574366, ,아파트,서울특별시 동대문구 한천로58길 47,위탁관리,계단식,20001129,029574367,1318.0,136550.92,580.0,450.0,288.0,0.0,105927.5,1123011000,25.0,25.0,0.0,30.0,02423
A13082805,이문e-편한세상,서울특별시 동대문구 이문동 225 이문e-편한세상,분양,개별난방,203682.38,19,1378.0,대림산업(주),이문3구역주택재개발조합,029620400, ,아파트,서울특별시 동대문구 한천로63길 10,위탁관리,계단식,20030709,029630410,1378.0,142283.48,444.0,624.0,310.0,0.0,114463.234,1123011000,23.0,23.0,2.0,33.0,02407
A13083102,래미안이문2차,서울특별시 동대문구 이문동 311 래미안이문2차,분양,개별난방,92900.64,9,648.0,삼성물산,이문5재개발조합,029600425, ,아파트,서울특별시 동대문구 이문로12길 3-10,위탁관리,계단식,20040413,029600426,648.0,65496.98,267.0,258.0,101.0,22.0,52476.75,1123011000,23.0,23.0,0.0,17.0,02442
A10021752,면목신우아파트,서울특별시 중랑구 면목동 1518- 면목신우아파트,분양,개별난방,15519.0,1,111.0,신우건설,신우건설,024345466, ,아파트,서울특별시 중랑구 동일로 569-55,위탁관리,계단식,19980530, ,111.0,10467.78,54.0,57.0,0.0,0.0,8061.3,1126010100,1.0,19.0,3.0,0.0,
A10021891,현대휴온아파트,서울특별시 중랑구 면목동 1535- 현대휴온아파트,혼합,개별난방,6449.8,1,149.0,현대아산(주),(주)엠디플러스,07045434200, ,아파트,서울특별시 중랑구 동일로109가길 5,자치관리,복도식,20130329,024340334,149.0,6449.8,149.0,0.0,0.0,0.0,3845,1126010100,1.0,9.0,1.0,0.0,
A10023384,용마산모아엘가파크포레,서울특별시 중랑구 면목동 1549 용마산모아엘가파크포레,분양,개별난방,33806.58,5,243.0,혜림건설,조합,0222099040, ,아파트,서울특별시 중랑구 용마산로84길 9-16,위탁관리,혼합식,20230127,0222099041,243.0,22781.94,85.0,158.0,0.0,0.0,18179.89,1126010100,15.0,15.0,2.0,10.0,02193
A10023606,면목1차두산아파트,서울특별시 중랑구 면목동 1500 면목1차두산아파트,분양,개별난방,11102.84,1,122.0,두산,두산,024372660, ,아파트,,자치관리,복도식,19930201,024372661,122.0,11102.84,70.0,52.0,0.0,0.0,8596.44,1126010100,15.0,15.0,1.0,2.0,02227
A10023835,중랑지웰에스테이트,서울특별시 중랑구 면목동 538 중랑지웰에스테이트,분양,개별난방,8475.51,2,157.0,신영건설,덕우홈스텔,024376400, ,주상복합,서울특별시 중랑구 면목로69길 16,위탁관리,복도식,20131015,024364300,157.0,2296.3135,157.0,0.0,0.0,0.0,2296.31,1126010100,8.0,8.0,2.0,4.0,02219
A10024366,면목풍림아파트,서울특별시 중랑구 면목동 1514 면목풍림아파트,분양,개별난방,16128.0,1,132.0,풍림건설,풍림건설,024368218, ,아파트,서울특별시 중랑구 망우로26길 43,위탁관리,혼합식,19970123,0264528218,132.0,12507.12,96.0,36.0,0.0,0.0,8749.44,1126010100,20.0,20.0,3.0,0.0,02118
A10024443,쌍용더플래티넘용마산,서울특별시 중랑구 면목동 1548 쌍용더플래티넘용마산,분양,개별난방,36654.074,5,245.0,쌍용건설,면목6구역재건건축정비사업조합,024338772,쌍용더플래티넘용마산.apti.co.kr,아파트,서울특별시 중랑구 용마산로 209,위탁관리,계단식,20201214,024338773,248.0,23377.15,106.0,139.0,0.0,0.0,17513.4299,1126010100,15.0,15.0,4.0,9.0,02255
A10024703,면목 라온 프라이빗 아파트,서울특별시 중랑구 면목동 1544 면목 라온 프라이빗 아파트,혼합,개별난방,63364.0,4,453.0,라온건설(주),면목5주택 재건축정비사업조합,024325120, ,아파트,서울특별시 중랑구 동일로91길 23,위탁관리,계단식,20200630,024355120,453.0,44421.79,171.0,257.0,25.0,0.0,33164.5,1126010100,30.0,30.0,2.0,0.0,02234
A10024741,사가정 센트럴 아이파크 아파트,서울특별시 중랑구 면목동 1545 사가정 센트럴 아이파크 아파트,혼합,개별난방,244759.14,11,1505.0,현대산업개발,면목3주택 재건축정비사업조합,024339240, ,아파트,서울특별시 중랑구 동일로92길 40,위탁관리,혼합식,20200730,024359240,1505.0,162602.36,378.0,1040.0,87.0,0.0,120893.69,1126010100,30.0,30.0,2.0,1.0,02225
A10025159,한양수자인사가정파크아파트,서울특별시 중랑구 면목동 520-19 한양수자인사가정파크아파트,혼합,개별난방,73098.17,8,497.0,(주)한양,면목1주택재건축정비사업조합,024969866, ,아파트,서울특별시 중랑구 사가정로72길 26,위탁관리,계단식,20191127,024959866,497.0,46966.285,167.0,330.0,0.0,0.0,35186.68,1126010100,17.0,17.0,2.0,19.0,02260
A10028033,용마산하늘채아파트,서울특별시 중랑구 면목동 1537 용마산하늘채아파트,혼합,개별난방,45070.723,5,265.0,코오롱글로벌,면목제2구역재건축조합,024359720, ,아파트,서울특별시 중랑구 용마산로 210,위탁관리,계단식,20151008,024359721,265.0,29313.035,52.0,178.0,35.0,0.0,22220.1475,1126010100,15.0,15.0,2.0,12.0,02256
A13120001,면목마젤란21,서울특별시 중랑구 면목동 1531 면목마젤란21,분양,개별난방,24136.0,3,199.0,유진건설,유진건설,024956273, ,아파트,서울특별시 중랑구 겸재로30길 42,위탁관리,계단식,20070315,024956274,199.0,19879.32,23.0,176.0,0.0,0.0,15759.045,1126010100,15.0,15.0,1.0,8.0,02217
A13120003,면목두산6차,서울특별시 중랑구 면목동 1501 면목두산6차,분양,개별난방,9988.48,1,84.0,두산개발(주),두산개발(주),0222077320, ,주상복합,서울특별시 중랑구 답십리로77길 139,자치관리(직영),계단식,19931112,0222097321,84.0,7548.66,42.0,42.0,0.0,0.0,6068.58,1126010100,22.0,22.0,0.0,2.0,02241
A13120403,면목경남아너스빌,서울특별시 중랑구 면목동 1529 면목경남아너스빌,분양,개별난방,49102.844,9,386.0,경남기업(주),면목제1단지 재건축주택조합,024350568, ,아파트,서울특별시 중랑구 답십리로75길 73,위탁관리,계단식,20061129,024350569,386.0,37336.18,142.0,244.0,0.0,0.0,29140.258,1126010100,15.0,15.0,1.0,16.0,02242
A13120701,용마산금호어울림,서울특별시 중랑구 면목동 1525 용마산금호어울림,분양,개별난방,25764.0,3,165.0,금호건설,재건축조합,024321717, ,아파트,서울특별시 중랑구 용마산로 290,자치관리,계단식,20060626,024324575,165.0,16951.87,0.0,153.0,12.0,0.0,13684.741,1126010100,12.0,12.0,4.0,0.0,02258
A13120704,면목금호어울림,서울특별시 중랑구 면목동 1528 면목금호어울림,분양,개별난방,25194.0,3,178.0,면목동 대농빌라조합,금호건설,024378501, ,아파트,서울특별시 중랑구 용마산로 271,위탁관리,계단식,20051027,024378502,178.0,18524.84,0.0,178.0,0.0,0.0,14947.9727,1126010100,15.0,15.0,2.0,7.0,02251
A13175101,일신강변,서울특별시 중랑구 면목동 1520 일신강변,,,0.0,1,62.0, , , , ,아파트,서울특별시 중랑구 중랑천로 14,기타,,, ,0.0,0.0,26.0,36.0,0.0,0.0,4611.55,1126010100,1.0,13.0,0.0,0.0,02133
A13175102,솔루테,서울특별시 중랑구 면목동 1523 솔루테,분양,개별난방,11180.739,1,79.0,남대하종합건설(주),남대하종합건설(주),024951031, ,아파트,서울특별시 중랑구 봉우재로6길 19,위탁관리,복도식,20011114,024951032,79.0,9369.05,0.0,66.0,13.0,0.0,6542.6,1126010100,14.0,14.0,1.0,0.0,02131
A13175103,면목한신,서울특별시 중랑구 면목동 193-1 면목한신,분양,개별난방,93503.0,10,1362.0,한신공영,한신공영,024968158, ,아파트,서울특별시 중랑구 중랑천로 20,위탁관리,혼합식,19871230,024361685,1362.0,90753.69,1012.0,350.0,0.0,0.0,69996.78,1126010100,15.0,15.0,0.0,21.0,02133
A13177701,면목,서울특별시 중랑구 면목동 1382 면목,임대,개별난방,44092.0,4,905.0,SH공사,한신공영,024381942,http://happy.i-sh.co.kr/cms/main.do,아파트,서울특별시 중랑구 용마산로 228,위탁관리,계단식,19911014,0222090872,905.0,44085.0,905.0,0.0,0.0,0.0,29332.24,1126010100,15.0,15.0,0.0,8.0,02257
A13177702,면목두원,서울특별시 중랑구 면목동 1521 면목두원,분양,개별난방,13776.12,1,118.0,두원중공업(주),강호연립재건축조합,024957868, ,아파트,서울특별시 중랑구 동일로 483,자치관리,계단식,19981125,024957868,118.0,10720.32,72.0,46.0,0.0,0.0,8178.48,1126010100,24.0,24.0,2.0,1.0,02248
A13181201,면목신성미소지움,서울특별시 중랑구 면목동 1527 면목신성미소지움,분양,개별난방,22636.943,2,161.0,신성건설,서경한성동남조합신성건설,024364511, ,아파트,서울특별시 중랑구 용마산로86길 9-27,위탁관리,계단식,20041112,024381283,161.0,16529.613,0.0,161.0,0.0,0.0,12910.7993,1126010100,17.0,17.0,2.0,4.0,02192
A13181203,용마금호타운,서울특별시 중랑구 면목동 494 용마금호타운,분양,개별난방,50897.0,5,440.0,금호건설,금호건설,024353683, ,아파트,서울특별시 중랑구 용마산로 348,위탁관리,계단식,19921223,024917735,440.0,50897.0,0.0,440.0,0.0,0.0,37356,1126010100,15.0,15.0,1.0,15.0,02194
A13183202,용마한신2차아파트,서울특별시 중랑구 면목동 1073 용마한신2차아파트,분양,개별난방,21501.0,1,174.0,한신공영,면목3동 재건축조함,024322836, ,아파트,서울특별시 중랑구 사가정로71길 11,위탁관리,혼합식,19980529,024322838,174.0,16555.37,70.0,104.0,0.0,0.0,12981.24,1126010100,18.0,18.0,2.0,5.0,02196
A13183204,용마한신,서울특별시 중랑구 면목동 1077-1 용마한신,분양,개별난방,43455.0,4,565.0,한신공영,면목3구역 재개발조합,024340144, ,아파트,서울특별시 중랑구 사가정로71길 19,자치관리,혼합식,19900628,0222073906,565.0,41858.13,461.0,104.0,0.0,0.0,30457.98,1126010100,15.0,15.0,0.0,10.0,02196
A13183303,용마동아아파트,서울특별시 중랑구 면목동 1499 용마동아아파트,분양,개별난방,19821.69,2,174.0,공영토건,공영토건,024912431, ,아파트,서울특별시 중랑구 용마산로62길 43,위탁관리,계단식,19930318,0262132431,174.0,19555.86,0.0,174.0,0.0,0.0,14768.82,1126010100,15.0,15.0,1.0,6.0,02260
A13183405,면목대원칸타빌,서울특별시 중랑구 면목동 581 면목대원칸타빌,분양,개별난방,39564.887,4,256.0,(주)대원,금성진영연립,024912362, ,아파트,서울특별시 중랑구 용마산로 285,위탁관리,계단식,20030401,024912363,256.0,27526.04,38.0,105.0,113.0,0.0,22119.3997,1126010100,19.0,19.0,2.0,7.0,02251
A13183502,면목삼익,서울특별시 중랑구 면목동 1516 면목삼익,분양,개별난방,32692.814,3,216.0,삼익주택,강호연립재건조합,024934339, ,아파트,서울특별시 중랑구 동일로 501,위탁관리,계단식,19971220,0262184339,216.0,22527.88,88.0,80.0,48.0,0.0,17409.12,1126010100,25.0,25.0,3.0,5.0,02248
A13183504,면목늘푸른동아아파트,서울특별시 중랑구 면목동 715 면목늘푸른동아아파트,분양,개별난방,73968.19,4,573.0,동아건설산업(주),면목동 강호.동일연합재건축조합,0222084353, ,아파트,서울특별시 중랑구 동일로 476,위탁관리,혼합식,20021130,0222084354,573.0,57674.9,275.0,222.0,76.0,0.0,43773.45,1126010100,19.0,19.0,2.0,0.0,02247
A13183701,아남리치카운티,서울특별시 중랑구 면목동 1505 아남리치카운티,분양,개별난방,22206.7,5,178.0,아남건설,주택조합,024353313, ,아파트,서울특별시 중랑구 겸재로29길 27,위탁관리,계단식,20041210,024353314,178.0,17661.543,52.0,126.0,0.0,0.0,13793.362,1126010100,12.0,12.0,1.0,9.0,02145
A13184107,"면목두산4,5단지","서울특별시 중랑구 면목동 1522 면목두산4,5단지",분양,개별난방,83253.86,7,555.0,(주)두산,(주)두산건설,024368954, ,아파트,서울특별시 중랑구 사가정로42길 90,위탁관리,혼합식,20000927,024368955,555.0,44489.32,204.0,301.0,50.0,0.0,44489.32,1126010100,25.0,25.0,3.0,10.0,02241
A13184208,면목현대,서울특별시 중랑구 면목동 1502 면목현대,분양,개별난방,75795.0,4,626.0,(주)현대산업개발,(주)현대산업개발,0222096400, ,아파트,서울특별시 중랑구 용마산로 252,위탁관리,계단식,19940929,0264956400,626.0,73614.02,0.0,626.0,0.0,0.0,51712.08,1126010100,20.0,20.0,6.0,15.0,02258
